"wage","education","experience","ethnicity","smsa","south","age","nearcollege"
441,16,5,"afam","yes","yes",27,"yes"
405,13,6,"afam","yes","yes",25,"yes"
410,12,14,"afam","yes","yes",32,"yes"
300,15,6,"other","yes","yes",27,"yes"
693,16,4,"other","yes","yes",26,"yes"
1012,18,6,"other","yes","no",30,"yes"
452,15,5,"afam","yes","yes",26,"no"
388,12,10,"other","yes","yes",28,"no"
492,18,3,"other","no","yes",27,"no"
313,5,20,"other","no","yes",31,"no"
577,14,6,"other","yes","yes",26,"yes"
375,12,6,"other","yes","yes",24,"yes"
655,12,15,"other","yes","no",33,"yes"
709,16,4,"other","yes","yes",26,"yes"
511,14,6,"afam","yes","yes",26,"yes"
625,12,16,"other","yes","yes",34,"yes"
460,14,5,"other","yes","yes",25,"yes"
625,14,13,"other","yes","yes",33,"yes"
575,12,10,"afam","yes","yes",28,"yes"
500,12,7,"afam","yes","yes",25,"yes"
414,13,8,"afam","yes","no",27,"yes"
471,13,7,"afam","yes","no",26,"yes"
520,12,11,"afam","yes","yes",29,"yes"
750,13,8,"afam","yes","no",27,"yes"
490,12,7,"afam","yes","yes",25,"yes"
425,18,7,"afam","yes","no",31,"yes"
535,12,14,"afam","yes","yes",32,"yes"
745,13,7,"other","yes","yes",26,"no"
400,12,6,"other","yes","yes",24,"no"
320,12,10,"other","yes","yes",28,"no"
606,17,6,"other","yes","yes",29,"no"
563,11,7,"other","yes","yes",24,"no"
325,12,9,"afam","yes","yes",27,"no"
821,13,10,"other","yes","yes",29,"no"
810,12,14,"other","yes","yes",32,"no"
374,12,8,"other","yes","yes",26,"no"
300,12,14,"other","yes","yes",32,"no"
619,12,11,"other","yes","yes",29,"yes"
641,18,8,"other","no","yes",32,"yes"
585,12,13,"other","yes","yes",31,"yes"
587,12,12,"other","yes","yes",30,"yes"
533,12,6,"afam","yes","yes",24,"yes"
325,12,12,"afam","yes","yes",30,"yes"
655,13,7,"afam","yes","yes",26,"yes"
617,13,6,"afam","yes","yes",25,"yes"
602,12,6,"afam","yes","yes",24,"yes"
550,16,4,"afam","yes","yes",26,"yes"
686,16,3,"afam","yes","yes",25,"yes"
625,10,14,"afam","yes","yes",30,"yes"
440,11,14,"afam","yes","yes",31,"yes"
153,6,21,"afam","yes","yes",33,"yes"
595,10,11,"afam","yes","yes",27,"yes"
462,11,10,"afam","yes","yes",27,"yes"
300,11,9,"afam","yes","yes",26,"yes"
500,10,15,"afam","yes","yes",31,"yes"
404,10,13,"afam","yes","yes",29,"yes"
275,10,16,"afam","yes","yes",32,"yes"
400,8,18,"afam","no","yes",32,"yes"
600,18,4,"other","no","yes",28,"yes"
577,13,8,"other","no","yes",27,"yes"
375,12,9,"other","no","yes",27,"yes"
304,12,8,"other","no","yes",26,"yes"
282,12,10,"afam","no","yes",28,"yes"
275,14,8,"afam","no","yes",28,"yes"
635,12,7,"other","no","yes",25,"yes"
711,18,1,"afam","yes","no",25,"yes"
959,13,9,"afam","yes","no",28,"yes"
641,16,7,"afam","no","yes",29,"yes"
444,13,5,"other","no","yes",24,"yes"
235,9,19,"afam","yes","yes",34,"yes"
475,15,4,"afam","yes","yes",25,"yes"
252,12,8,"afam","no","yes",26,"yes"
635,14,7,"other","yes","yes",27,"yes"
390,13,7,"afam","no","yes",26,"yes"
413,9,18,"afam","no","yes",33,"yes"
400,11,12,"afam","yes","no",29,"yes"
288,8,11,"afam","no","yes",25,"yes"
360,12,7,"afam","yes","yes",25,"yes"
673,12,14,"other","no","yes",32,"yes"
393,10,18,"afam","yes","yes",34,"no"
577,16,4,"afam","yes","yes",26,"no"
188,11,9,"afam","yes","yes",26,"no"
285,5,16,"afam","yes","yes",27,"no"
375,9,19,"afam","yes","yes",34,"no"
770,17,7,"other","yes","yes",30,"no"
558,17,3,"other","yes","no",26,"no"
1763,18,4,"other","yes","no",28,"no"
695,12,16,"other","yes","yes",34,"no"
489,10,8,"other","no","no",24,"no"
509,12,6,"other","yes","yes",24,"no"
818,12,15,"other","no","yes",33,"no"
275,7,17,"other","no","yes",30,"no"
600,12,12,"other","no","yes",30,"no"
577,13,6,"other","yes","yes",25,"yes"
230,14,4,"other","yes","yes",24,"yes"
507,11,9,"other","yes","no",26,"yes"
606,12,8,"other","yes","yes",26,"yes"
813,12,6,"other","yes","yes",24,"yes"
285,10,9,"other","yes","yes",25,"yes"
1068,16,9,"other","yes","yes",31,"yes"
1635,14,12,"other","yes","yes",32,"yes"
860,16,8,"other","no","yes",30,"yes"
756,14,6,"other","yes","yes",26,"yes"
750,15,4,"other","yes","yes",25,"yes"
438,12,14,"other","yes","yes",32,"yes"
1106,12,15,"other","yes","yes",33,"yes"
291,17,7,"afam","yes","yes",30,"yes"
332,12,8,"afam","yes","no",26,"yes"
417,13,7,"other","no","yes",26,"yes"
625,13,11,"other","yes","yes",30,"yes"
462,12,9,"other","no","yes",27,"yes"
250,8,20,"other","no","yes",34,"yes"
520,18,6,"other","no","no",30,"yes"
150,14,8,"other","yes","yes",28,"yes"
400,14,5,"other","yes","no",25,"yes"
385,18,5,"other","no","no",29,"yes"
577,15,13,"other","yes","no",34,"yes"
538,18,10,"other","yes","no",34,"yes"
801,17,5,"other","yes","no",28,"yes"
500,17,1,"other","yes","no",24,"yes"
894,13,10,"other","yes","no",29,"yes"
625,14,7,"other","yes","no",27,"yes"
323,14,8,"other","no","no",28,"yes"
577,12,14,"other","yes","no",32,"yes"
427,12,7,"other","yes","no",25,"yes"
241,10,15,"other","yes","no",31,"yes"
758,17,5,"other","yes","no",28,"yes"
1979,16,10,"other","yes","no",32,"yes"
695,12,14,"other","yes","no",32,"yes"
491,16,4,"other","yes","no",26,"yes"
565,16,2,"other","yes","no",24,"yes"
340,10,14,"other","yes","no",30,"yes"
298,13,8,"other","yes","no",27,"yes"
308,13,6,"other","yes","no",25,"yes"
1097,13,5,"other","yes","no",24,"yes"
413,11,7,"other","yes","no",24,"yes"
606,12,15,"other","yes","no",33,"yes"
500,12,7,"other","yes","no",25,"yes"
589,15,4,"other","yes","no",25,"yes"
625,13,9,"other","yes","no",28,"yes"
390,10,9,"other","yes","no",25,"yes"
443,14,11,"other","yes","no",31,"yes"
707,13,7,"other","yes","no",26,"yes"
778,16,5,"other","yes","no",27,"yes"
510,12,10,"afam","yes","no",28,"yes"
442,17,2,"other","yes","no",25,"yes"
400,13,7,"other","yes","no",26,"yes"
1275,18,4,"other","yes","no",28,"yes"
405,12,8,"afam","yes","no",26,"yes"
673,12,10,"afam","yes","no",28,"yes"
280,10,11,"afam","yes","no",27,"yes"
350,10,8,"afam","yes","no",24,"yes"
2003,18,6,"other","yes","no",30,"yes"
769,16,4,"other","yes","no",26,"yes"
866,16,7,"other","yes","no",29,"yes"
880,15,11,"other","yes","no",32,"yes"
550,12,8,"other","yes","no",26,"yes"
610,14,8,"other","yes","no",28,"yes"
577,13,6,"other","yes","no",25,"yes"
148,12,7,"afam","yes","no",25,"yes"
824,16,7,"other","yes","no",29,"yes"
700,14,6,"other","yes","no",26,"yes"
750,18,3,"other","yes","no",27,"yes"
700,17,11,"other","no","no",34,"yes"
692,18,8,"other","yes","no",32,"yes"
308,11,10,"afam","yes","no",27,"yes"
865,17,8,"other","no","no",31,"yes"
693,14,4,"afam","yes","no",24,"yes"
800,11,7,"afam","yes","no",24,"yes"
673,14,12,"afam","yes","no",32,"yes"
515,14,5,"other","yes","yes",25,"yes"
712,16,9,"other","yes","no",31,"yes"
845,13,6,"other","yes","no",25,"yes"
885,14,5,"other","yes","no",25,"yes"
693,14,7,"other","yes","no",27,"yes"
851,12,16,"other","yes","no",34,"yes"
738,12,11,"other","yes","no",29,"yes"
481,14,5,"other","yes","no",25,"yes"
795,16,8,"other","yes","no",30,"yes"
579,13,13,"other","no","no",32,"yes"
869,12,16,"other","yes","no",34,"yes"
577,16,5,"other","yes","no",27,"yes"
1385,17,10,"other","yes","no",33,"yes"
1603,14,11,"other","yes","no",31,"yes"
675,12,12,"afam","yes","no",30,"yes"
462,18,8,"other","yes","no",32,"yes"
663,12,11,"other","yes","no",29,"yes"
845,12,6,"other","yes","no",24,"yes"
657,12,15,"other","no","no",33,"yes"
1200,15,6,"other","yes","no",27,"yes"
770,13,14,"other","yes","no",33,"yes"
250,12,9,"afam","yes","no",27,"yes"
343,12,6,"other","yes","no",24,"yes"
2115,12,16,"other","yes","no",34,"yes"
1029,18,3,"other","yes","no",27,"yes"
713,12,7,"other","yes","no",25,"yes"
595,10,12,"other","yes","no",28,"yes"
833,15,11,"other","yes","yes",32,"yes"
400,15,7,"other","yes","no",28,"yes"
721,14,11,"afam","yes","no",31,"yes"
167,12,13,"afam","yes","no",31,"yes"
467,14,7,"other","yes","no",27,"yes"
643,18,3,"other","yes","no",27,"yes"
600,13,15,"other","yes","no",34,"yes"
400,12,6,"other","yes","no",24,"yes"
1000,13,5,"other","yes","no",24,"yes"
666,14,8,"other","yes","no",28,"yes"
553,16,2,"other","yes","no",24,"yes"
785,14,8,"other","yes","no",28,"yes"
667,15,7,"other","yes","no",28,"yes"
300,10,9,"other","yes","no",25,"yes"
697,16,8,"other","yes","no",30,"yes"
438,14,13,"other","no","no",33,"yes"
685,13,6,"other","yes","no",25,"yes"
414,14,6,"other","yes","no",26,"yes"
751,12,7,"other","yes","no",25,"yes"
231,13,7,"other","yes","no",26,"yes"
505,16,7,"other","yes","no",29,"yes"
600,16,8,"other","no","no",30,"yes"
1309,18,9,"other","yes","no",33,"yes"
1058,18,8,"other","yes","no",32,"yes"
627,15,11,"other","yes","no",32,"yes"
1050,16,11,"other","yes","no",33,"yes"
983,18,8,"other","no","no",32,"yes"
1282,18,10,"other","yes","no",34,"yes"
818,12,8,"other","yes","no",26,"yes"
500,17,1,"other","yes","no",24,"yes"
720,12,14,"other","yes","no",32,"yes"
538,12,11,"other","yes","no",29,"yes"
938,17,11,"other","no","no",34,"yes"
300,11,8,"other","yes","no",25,"yes"
781,11,15,"other","no","no",32,"yes"
650,8,20,"other","no","no",34,"yes"
996,18,5,"other","yes","no",29,"yes"
582,17,5,"other","yes","no",28,"yes"
231,16,4,"other","yes","no",26,"yes"
539,16,3,"other","no","no",25,"yes"
628,15,13,"afam","yes","no",34,"yes"
674,12,10,"afam","yes","no",28,"yes"
231,16,5,"other","yes","no",27,"yes"
716,18,5,"other","yes","no",29,"yes"
286,13,5,"other","yes","no",24,"yes"
500,15,5,"other","yes","no",26,"yes"
312,16,5,"other","yes","no",27,"yes"
200,11,8,"other","yes","no",25,"yes"
1106,16,11,"other","yes","no",33,"yes"
583,12,11,"other","yes","no",29,"yes"
404,16,8,"other","yes","no",30,"yes"
618,13,6,"other","yes","no",25,"yes"
277,16,5,"other","yes","no",27,"yes"
962,17,2,"other","yes","yes",25,"yes"
692,15,9,"other","yes","no",30,"yes"
563,12,10,"other","yes","no",28,"yes"
1336,8,19,"other","yes","no",33,"yes"
673,14,11,"other","yes","no",31,"yes"
856,16,10,"other","no","no",32,"yes"
260,16,10,"other","yes","no",32,"yes"
575,15,7,"other","yes","no",28,"yes"
626,13,5,"other","yes","no",24,"yes"
1443,12,14,"other","yes","no",32,"yes"
336,14,8,"other","no","no",28,"yes"
577,12,9,"other","yes","no",27,"yes"
480,13,5,"other","yes","no",24,"yes"
250,15,7,"other","yes","no",28,"yes"
479,11,7,"other","yes","no",24,"yes"
1038,15,13,"other","yes","no",34,"yes"
1090,18,9,"other","yes","no",33,"yes"
462,18,2,"other","yes","no",26,"yes"
625,12,14,"other","no","no",32,"yes"
817,16,3,"other","yes","no",25,"yes"
361,14,8,"other","yes","no",28,"yes"
320,12,9,"other","yes","no",27,"yes"
347,16,10,"other","yes","no",32,"yes"
861,12,12,"other","yes","no",30,"no"
282,10,10,"other","yes","no",26,"no"
699,12,6,"other","yes","no",24,"no"
615,12,6,"other","yes","no",24,"no"
433,11,8,"other","no","no",25,"no"
534,16,3,"other","yes","no",25,"yes"
625,16,4,"other","yes","no",26,"yes"
577,18,2,"other","yes","no",26,"yes"
843,12,6,"other","yes","no",24,"yes"
404,16,4,"other","yes","no",26,"yes"
553,15,11,"other","yes","no",32,"yes"
1014,18,7,"other","yes","no",31,"yes"
325,16,7,"other","yes","no",29,"yes"
771,15,9,"other","yes","no",30,"yes"
700,14,4,"other","yes","no",24,"yes"
548,17,1,"other","yes","no",24,"yes"
625,16,4,"other","yes","no",26,"yes"
911,16,6,"other","yes","no",28,"yes"
745,12,15,"other","yes","no",33,"yes"
674,12,6,"other","no","no",24,"yes"
817,16,6,"other","no","no",28,"no"
770,15,4,"other","yes","no",25,"yes"
727,15,6,"other","yes","no",27,"yes"
666,12,6,"other","yes","no",24,"yes"
688,14,7,"other","yes","no",27,"yes"
560,14,6,"other","yes","no",26,"yes"
500,16,6,"other","yes","no",28,"yes"
670,14,8,"other","yes","no",28,"yes"
962,12,16,"other","yes","no",34,"yes"
726,16,6,"other","yes","no",28,"yes"
962,16,11,"other","yes","no",33,"yes"
615,17,10,"other","yes","no",33,"yes"
1154,13,13,"other","yes","no",32,"yes"
675,13,10,"other","yes","no",29,"yes"
422,12,8,"other","yes","no",26,"yes"
1063,12,7,"other","yes","no",25,"yes"
1175,18,9,"other","yes","no",33,"yes"
852,15,6,"other","yes","no",27,"yes"
610,12,6,"other","yes","no",24,"yes"
423,18,9,"other","yes","no",33,"yes"
1200,12,11,"other","yes","no",29,"yes"
1029,14,14,"other","yes","no",34,"yes"
550,14,8,"other","yes","no",28,"yes"
801,15,10,"other","yes","no",31,"yes"
543,12,13,"other","yes","no",31,"yes"
350,9,16,"other","yes","no",31,"yes"
750,14,12,"other","yes","no",32,"yes"
450,14,14,"other","yes","no",34,"yes"
600,14,4,"other","yes","no",24,"yes"
855,12,15,"other","yes","no",33,"yes"
728,14,6,"other","yes","no",26,"yes"
693,12,16,"other","yes","no",34,"yes"
1025,10,11,"other","yes","no",27,"yes"
1154,14,8,"other","yes","no",28,"yes"
983,16,10,"other","yes","no",32,"yes"
727,15,13,"other","yes","no",34,"yes"
535,14,14,"other","yes","no",34,"yes"
532,12,7,"other","yes","no",25,"yes"
289,13,7,"other","yes","no",26,"yes"
313,17,3,"other","yes","no",26,"yes"
404,13,5,"other","yes","no",24,"yes"
1100,18,6,"other","yes","no",30,"yes"
660,12,9,"other","yes","no",27,"yes"
433,12,14,"other","yes","no",32,"yes"
400,17,4,"other","yes","yes",27,"yes"
263,15,5,"other","yes","no",26,"yes"
400,13,15,"other","yes","no",34,"yes"
577,16,12,"other","no","no",34,"yes"
433,12,6,"other","yes","no",24,"yes"
470,17,2,"other","yes","no",25,"yes"
255,17,2,"other","yes","no",25,"yes"
625,12,8,"other","no","no",26,"yes"
670,13,15,"other","yes","no",34,"yes"
1049,12,12,"other","yes","no",30,"yes"
1846,17,11,"other","yes","no",34,"yes"
769,15,12,"other","yes","no",33,"yes"
688,11,17,"afam","yes","no",34,"yes"
650,15,3,"other","yes","no",24,"yes"
479,16,4,"other","no","no",26,"yes"
341,16,2,"other","no","no",24,"no"
906,14,12,"other","yes","no",32,"no"
351,12,15,"other","no","no",33,"no"
775,12,11,"other","yes","no",29,"no"
700,12,8,"other","yes","no",26,"no"
592,16,4,"other","no","no",26,"no"
740,12,6,"other","no","no",24,"no"
533,12,9,"other","no","no",27,"no"
417,16,3,"other","yes","no",25,"no"
1394,18,10,"other","yes","no",34,"no"
548,12,16,"other","no","no",34,"no"
657,11,7,"other","no","no",24,"yes"
572,12,7,"other","no","no",25,"yes"
624,13,10,"other","no","no",29,"yes"
442,16,9,"other","yes","no",31,"yes"
577,15,6,"other","no","no",27,"yes"
540,13,8,"other","no","no",27,"yes"
841,15,9,"other","no","no",30,"yes"
724,14,9,"other","yes","no",29,"no"
557,13,7,"other","yes","no",26,"no"
334,13,5,"other","no","no",24,"no"
510,15,3,"other","yes","yes",24,"no"
577,12,13,"other","yes","no",31,"no"
511,12,11,"other","yes","no",29,"no"
311,15,4,"other","yes","no",25,"yes"
577,12,16,"other","yes","no",34,"yes"
670,12,16,"other","yes","no",34,"yes"
631,12,9,"other","yes","no",27,"yes"
666,16,3,"other","yes","no",25,"yes"
400,14,7,"other","yes","no",27,"yes"
220,11,7,"other","no","no",24,"yes"
577,13,11,"other","yes","no",30,"yes"
423,13,10,"other","yes","no",29,"yes"
647,16,5,"other","yes","no",27,"yes"
345,15,7,"other","yes","no",28,"yes"
840,16,3,"other","yes","yes",25,"yes"
625,15,4,"other","yes","no",25,"yes"
1000,9,15,"other","yes","no",30,"yes"
919,16,9,"other","yes","no",31,"yes"
730,12,13,"other","yes","no",31,"yes"
448,12,6,"other","yes","yes",24,"yes"
483,14,9,"other","yes","no",29,"yes"
411,12,7,"other","yes","no",25,"yes"
885,14,10,"other","yes","no",30,"yes"
350,14,7,"other","yes","no",27,"no"
500,17,4,"other","no","no",27,"no"
733,15,12,"other","yes","no",33,"no"
459,13,11,"other","yes","no",30,"no"
721,16,6,"other","yes","no",28,"no"
699,15,11,"other","yes","yes",32,"no"
785,14,10,"other","yes","no",30,"no"
925,16,7,"other","yes","no",29,"no"
449,14,6,"other","yes","no",26,"no"
325,15,3,"other","no","no",24,"no"
683,13,13,"other","no","no",32,"no"
522,16,10,"other","yes","no",32,"no"
470,18,4,"other","yes","no",28,"no"
541,12,16,"other","no","no",34,"no"
852,14,9,"other","no","no",29,"no"
400,12,12,"other","no","no",30,"no"
547,18,3,"other","no","no",27,"no"
577,16,10,"other","no","no",32,"no"
300,11,7,"other","no","no",24,"no"
1068,16,10,"other","no","no",32,"no"
721,12,14,"other","no","no",32,"no"
673,17,8,"other","yes","no",31,"no"
739,17,4,"other","yes","yes",27,"no"
1478,12,8,"other","yes","no",26,"no"
875,17,4,"other","no","no",27,"no"
900,12,15,"other","no","no",33,"no"
801,13,12,"other","no","no",31,"no"
550,13,7,"other","no","no",26,"no"
575,10,18,"other","no","no",34,"no"
540,12,9,"other","no","no",27,"no"
790,16,10,"other","yes","no",32,"no"
693,14,8,"other","no","no",28,"no"
250,16,4,"other","no","no",26,"no"
417,17,1,"other","yes","no",24,"no"
635,9,17,"other","no","no",32,"no"
413,12,14,"other","yes","no",32,"no"
300,12,7,"other","no","no",25,"no"
567,17,3,"other","yes","no",26,"no"
641,16,10,"other","no","no",32,"no"
356,13,10,"other","no","no",29,"no"
400,12,15,"other","no","no",33,"no"
413,12,13,"other","no","no",31,"no"
531,14,13,"other","no","no",33,"no"
635,16,7,"other","no","no",29,"no"
144,14,7,"other","no","no",27,"no"
550,14,11,"other","no","no",31,"no"
486,12,14,"other","no","no",32,"no"
598,17,8,"other","yes","no",31,"no"
462,14,6,"other","yes","yes",26,"no"
812,16,4,"other","no","no",26,"no"
625,12,7,"other","no","no",25,"no"
1043,12,13,"other","no","no",31,"no"
800,16,5,"other","yes","no",27,"no"
812,16,5,"other","yes","no",27,"no"
433,17,3,"other","yes","no",26,"no"
751,17,5,"other","yes","no",28,"no"
294,14,6,"other","yes","no",26,"no"
427,12,7,"other","yes","no",25,"yes"
700,12,15,"other","yes","no",33,"yes"
284,16,3,"other","yes","no",25,"yes"
542,14,7,"other","no","no",27,"yes"
480,12,7,"other","yes","no",25,"yes"
378,16,4,"other","yes","no",26,"yes"
508,16,8,"other","yes","no",30,"yes"
500,12,7,"other","yes","no",25,"yes"
723,12,15,"other","yes","no",33,"yes"
220,12,7,"other","no","no",25,"yes"
475,15,3,"other","no","no",24,"yes"
1202,13,7,"other","yes","no",26,"yes"
400,13,5,"other","no","no",24,"yes"
601,16,7,"other","yes","no",29,"yes"
481,12,11,"other","no","no",29,"yes"
700,16,11,"other","no","no",33,"yes"
769,12,9,"other","yes","yes",27,"yes"
529,14,5,"other","yes","yes",25,"yes"
450,16,8,"other","yes","yes",30,"yes"
563,10,18,"other","yes","yes",34,"yes"
649,13,13,"other","yes","yes",32,"yes"
470,8,18,"other","yes","yes",32,"yes"
275,16,2,"other","yes","yes",24,"yes"
719,16,11,"other","yes","yes",33,"yes"
1082,12,15,"other","yes","yes",33,"yes"
673,16,12,"other","yes","yes",34,"yes"
350,18,0,"other","no","yes",24,"no"
769,14,8,"afam","yes","yes",28,"no"
650,12,8,"afam","no","yes",26,"no"
751,9,15,"other","no","yes",30,"no"
356,10,11,"other","no","yes",27,"no"
250,9,9,"other","no","yes",24,"no"
401,12,10,"other","no","yes",28,"no"
425,11,8,"other","no","yes",25,"no"
287,9,10,"other","no","yes",25,"no"
309,13,7,"afam","no","yes",26,"no"
578,14,4,"afam","yes","no",24,"no"
438,16,8,"afam","no","yes",30,"no"
450,12,13,"other","no","yes",31,"no"
173,17,5,"other","yes","yes",28,"no"
529,16,5,"afam","yes","no",27,"no"
482,12,12,"afam","no","yes",30,"no"
833,12,9,"afam","yes","no",27,"no"
260,12,16,"afam","no","yes",34,"no"
279,12,7,"afam","no","yes",25,"no"
350,13,6,"afam","no","yes",25,"no"
145,11,7,"other","no","yes",24,"no"
230,10,11,"afam","no","yes",27,"no"
450,15,3,"afam","yes","no",24,"no"
385,16,3,"other","yes","yes",25,"no"
817,17,11,"other","yes","yes",34,"no"
962,16,8,"other","no","yes",30,"no"
408,13,9,"other","no","yes",28,"no"
526,16,3,"other","yes","yes",25,"no"
578,13,5,"other","yes","no",24,"no"
620,14,8,"other","no","yes",28,"no"
230,12,7,"other","yes","yes",25,"yes"
580,11,13,"afam","yes","yes",30,"yes"
1155,18,8,"other","yes","yes",32,"yes"
380,12,10,"afam","yes","yes",28,"yes"
616,16,5,"afam","yes","yes",27,"yes"
450,12,10,"afam","yes","yes",28,"yes"
425,12,7,"afam","yes","yes",25,"yes"
500,12,10,"afam","yes","yes",28,"yes"
713,12,7,"other","yes","yes",25,"yes"
750,12,7,"other","yes","yes",25,"yes"
323,15,3,"other","yes","yes",24,"yes"
1038,13,9,"other","yes","yes",28,"yes"
491,16,3,"other","yes","yes",25,"yes"
525,13,10,"other","yes","yes",29,"yes"
388,11,12,"afam","yes","yes",29,"yes"
460,10,10,"afam","yes","yes",26,"yes"
400,15,3,"afam","yes","yes",24,"yes"
737,15,6,"afam","yes","yes",27,"yes"
599,14,6,"afam","yes","yes",26,"yes"
1131,18,9,"afam","no","yes",33,"no"
601,14,5,"afam","yes","yes",25,"yes"
298,10,10,"afam","yes","yes",26,"yes"
235,12,9,"afam","yes","yes",27,"yes"
220,13,6,"afam","yes","yes",25,"yes"
697,8,12,"afam","yes","yes",26,"yes"
542,9,9,"afam","yes","yes",24,"yes"
250,12,7,"afam","yes","yes",25,"yes"
400,16,4,"other","yes","yes",26,"yes"
423,15,10,"other","yes","yes",31,"yes"
290,12,7,"other","yes","yes",25,"yes"
247,10,17,"afam","yes","yes",33,"yes"
380,13,7,"afam","yes","yes",26,"yes"
656,12,6,"other","yes","yes",24,"yes"
711,12,14,"other","yes","yes",32,"yes"
481,14,9,"other","yes","yes",29,"yes"
641,16,3,"other","yes","yes",25,"yes"
596,12,14,"other","yes","yes",32,"yes"
578,7,18,"other","yes","yes",31,"yes"
678,16,8,"other","yes","yes",30,"no"
1538,16,10,"other","yes","yes",32,"no"
860,12,15,"other","yes","yes",33,"no"
534,18,8,"other","yes","yes",32,"no"
308,12,9,"other","yes","yes",27,"no"
600,14,9,"other","no","yes",29,"no"
625,8,17,"other","no","yes",31,"no"
540,13,10,"other","yes","yes",29,"no"
344,13,8,"other","no","yes",27,"no"
500,12,7,"other","no","yes",25,"no"
320,11,9,"afam","yes","no",26,"no"
378,18,3,"afam","no","yes",27,"no"
188,15,4,"afam","no","yes",25,"no"
168,9,18,"afam","no","yes",33,"no"
250,2,17,"afam","no","yes",25,"no"
190,3,15,"afam","no","yes",24,"no"
1000,12,10,"afam","yes","no",28,"no"
564,12,6,"afam","no","yes",24,"no"
624,9,9,"afam","no","yes",24,"no"
714,12,6,"afam","yes","yes",24,"no"
538,12,6,"other","no","yes",24,"no"
355,13,7,"afam","no","yes",26,"no"
240,12,6,"afam","no","yes",24,"no"
418,12,6,"other","no","yes",24,"no"
1026,13,8,"other","no","yes",27,"yes"
295,17,9,"other","no","yes",32,"yes"
550,12,8,"afam","yes","yes",26,"yes"
538,12,9,"afam","yes","yes",27,"yes"
350,5,19,"other","no","yes",30,"yes"
711,12,9,"other","no","yes",27,"yes"
229,12,11,"afam","no","yes",29,"yes"
220,12,9,"afam","no","yes",27,"yes"
310,12,11,"afam","no","yes",29,"yes"
320,12,6,"afam","yes","no",24,"yes"
303,12,9,"afam","no","yes",27,"yes"
450,13,7,"other","no","yes",26,"yes"
753,12,11,"afam","yes","yes",29,"yes"
438,12,8,"other","no","yes",26,"yes"
325,11,11,"afam","no","yes",28,"yes"
846,16,10,"other","no","yes",32,"yes"
313,14,6,"other","no","yes",26,"yes"
479,13,15,"other","yes","yes",34,"yes"
429,12,13,"other","yes","yes",31,"yes"
490,14,9,"other","yes","yes",29,"yes"
361,12,6,"other","yes","yes",24,"yes"
400,14,13,"other","yes","yes",33,"yes"
423,12,6,"afam","yes","yes",24,"yes"
311,12,9,"afam","no","yes",27,"yes"
271,11,10,"afam","no","yes",27,"yes"
385,18,2,"afam","yes","yes",26,"yes"
529,16,2,"afam","yes","yes",24,"yes"
700,11,14,"other","no","yes",31,"yes"
381,10,16,"other","no","yes",32,"yes"
465,12,10,"other","no","yes",28,"yes"
400,10,18,"other","no","yes",34,"yes"
455,10,17,"other","no","yes",33,"yes"
260,12,6,"afam","no","yes",24,"no"
705,13,9,"afam","yes","no",28,"no"
417,13,11,"other","no","yes",30,"no"
250,11,10,"afam","no","yes",27,"no"
460,12,6,"afam","no","yes",24,"no"
325,8,12,"afam","no","yes",26,"no"
275,9,10,"afam","no","yes",25,"no"
325,12,8,"afam","no","yes",26,"no"
300,15,4,"afam","yes","no",25,"no"
250,8,17,"afam","no","yes",31,"no"
288,12,10,"other","no","yes",28,"no"
550,13,9,"afam","yes","yes",28,"no"
429,12,15,"other","no","yes",33,"no"
375,8,16,"afam","yes","yes",30,"no"
577,9,15,"other","no","yes",30,"no"
531,13,6,"other","no","yes",25,"no"
250,12,6,"other","yes","yes",24,"no"
440,12,9,"other","no","yes",27,"no"
457,12,8,"other","no","yes",26,"no"
438,12,9,"other","no","yes",27,"no"
550,12,9,"afam","no","yes",27,"no"
650,16,3,"other","yes","yes",25,"no"
423,11,9,"other","no","yes",26,"no"
420,13,8,"other","yes","yes",27,"no"
200,14,5,"other","yes","yes",25,"no"
400,8,12,"other","no","yes",26,"no"
300,9,9,"other","yes","yes",24,"no"
714,12,12,"other","yes","yes",30,"no"
398,12,7,"other","no","yes",25,"no"
398,9,14,"other","no","yes",29,"no"
734,16,6,"other","yes","yes",28,"no"
688,12,7,"other","no","yes",25,"no"
212,6,16,"other","no","yes",28,"no"
455,12,13,"other","no","yes",31,"no"
350,15,3,"other","yes","yes",24,"no"
577,16,6,"other","no","yes",28,"no"
699,16,9,"other","no","no",31,"no"
375,16,5,"other","no","yes",27,"no"
375,13,5,"other","no","yes",24,"no"
364,12,15,"other","no","yes",33,"no"
220,12,11,"afam","yes","yes",29,"no"
621,16,9,"afam","yes","yes",31,"no"
375,11,14,"afam","no","yes",31,"no"
341,16,4,"afam","no","yes",26,"no"
380,16,2,"afam","no","yes",24,"no"
260,11,15,"other","yes","yes",32,"no"
489,8,16,"afam","yes","yes",30,"no"
433,11,9,"afam","yes","yes",26,"no"
365,11,10,"afam","yes","yes",27,"no"
257,14,13,"afam","yes","yes",33,"no"
513,14,6,"other","yes","yes",26,"no"
288,15,10,"other","yes","yes",31,"no"
866,18,6,"other","yes","yes",30,"no"
433,12,7,"other","yes","yes",25,"no"
500,1,22,"other","yes","yes",29,"no"
548,16,2,"other","yes","yes",24,"no"
400,12,11,"other","yes","yes",29,"no"
433,9,15,"other","yes","yes",30,"no"
